variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
vegfrac,Total Vegetated Percentage Cover,mon,Emon,140.51,26748
co3sataragos,Surface Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,mon,Omon,140.18,1297
es,Bare Soil Evaporation,day,Eday,139.15,731
hfdsn,Downward Heat Flux into Snow Where Land over Land,mon,LImon,138.98,48746
sicompstren,Compressive Sea Ice Strength,mon,SImon,137.44,12464
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],mon,Omon,136.99,627
talknatos,Surface Natural Total Alkalinity,mon,Omon,136.85,1191
flittersoil,Total Carbon Mass Flux from Litter to Soil,mon,Lmon,135.67,25145
sivols,Sea-Ice Volume South,mon,SImon,135.22,9889
co3abio,Abiotic Carbonate Ion Concentration,mon,Omon,135.09,20
cltc,Convective Cloud Cover Percentage,mon,AERmon,134.98,4732
siflcondbot,Net Conductive Heat Fluxes in Ice at the Bottom,mon,SImon,134.85,4878
o3,Mole Fraction of O3,monC,Amon,134.69,211
sbl,Surface Snow and Ice Sublimation Flux,day,Eday,134.17,1778
rsut,TOA Outgoing Shortwave Radiation,subhrPt,CFsubhr,132.40,362
dpco2abio,Abiotic Delta Pco Partial Pressure,mon,Omon,132.27,672
siflsensupbot,Net Upward Sensible Heat Flux Under Sea Ice,mon,SImon,132.18,2353
siflswutop,Upwelling Shortwave Flux over Sea Ice,mon,SImon,130.35,4714
sisaltmass,Mass of Salt in Sea Ice per Area,mon,SImon,130.22,3352
cfadlidarsr532,CALIPSO Scattering Ratio CFAD,3hrPt,E3hrPt,130.20,31
sconcdust,Surface Concentration of Dust,mon,Emon,129.90,2318
rsdt,TOA Incident Shortwave Radiation,subhrPt,CFsubhr,129.44,355
detocos,Surface Detrital Organic Carbon Concentration,mon,Omon,129.06,900
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,mon,CFmon,128.83,4573
hfsnthermds,Heat Flux into Sea Water Due to Snow Thermodynamics,mon,Omon,127.27,742
dryoa,Dry Deposition Rate of Dry Aerosol Total Organic Matter,mon,AERmon,126.14,4622
cstem,Carbon Mass in Stem,mon,Emon,125.53,8774
sndmassdyn,Snow Mass Rate of Change Through Advection by Sea-Ice Dynamics,mon,SImon,124.78,3676
mrsos,Moisture in Upper Portion of Soil Column,6hr,6hrPlevPt,124.60,227
hfgeou,Upward Geothermal Heat Flux at Sea Floor,mon,Omon,123.98,14471
rsdsdiff,Surface Diffuse Downwelling Shortwave Radiation,mon,Emon,123.32,1815
mrlso,Soil Liquid Water Content,mon,Emon,122.69,4220
sci,Fraction of Time Shallow Convection Occurs,mon,Amon,121.90,3359
vas,Northward Near-Surface Wind,subhrPt,CFsubhr,120.95,273
wap2,Mean-Squared Vertical Velocity (Omega),mon,Emon,120.89,61
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Amon,120.82,27844
ffire,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Excluding Land-Use Change [kgC m-2 s-1],mon,Lmon,120.46,55399
vortmean,Relative Vorticity,6hrPt,6hrPlevPt,119.69,201
aod550volso4,Aerosol Optical Depth at 550nm Due to Stratospheric Volcanic Aerosols,day,Eday,119.27,1334
vwap,Product of Northward Wind and Omega,mon,Emon,118.99,59
emioa,Primary Emission and Chemical Production of Dry Aerosol Organic Matter,mon,AERmon,118.60,5411
dmsos,Surface Mole Concentration of Dimethyl Sulphide in Sea Water,mon,Omon,118.46,884
cw,Total Canopy Water Storage,day,Eday,118.38,1577
rsds,Surface Downwelling Shortwave Radiation,mon,ImonGre,118.30,2578
phabioos,Surface Abiotic pH,mon,Omon,117.67,695
vtendogw,Northward Acceleration Due to Orographic Gravity Wave Drag,mon,Emon,115.41,404
sidmasslat,Lateral Sea Ice Melt Rate,mon,SImon,115.16,2345
mrsow,Total Soil Wetness,day,Eday,114.65,1242
rsds,Surface Downwelling Shortwave Radiation,mon,ImonAnt,114.36,2518
npplut,Net Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,114.25,5226
hfdsn,Downward Heat Flux into Snow Where Land over Land,day,Eday,114.03,1715
sndmasssubl,Snow Mass Rate of Change Through Evaporation or Sublimation,mon,SImon,113.61,2604
evspsblpot,Potential Evapotranspiration,day,Eday,112.93,410
pnitrate,Primary Carbon Production by Phytoplankton Due to Nitrate Uptake Alone,mon,Omon,112.49,420
psl,Sea Level Pressure,subhrPt,CFsubhr,111.85,313
burntfractionall,Percentage of Entire Grid cell  that is Covered by Burnt Vegetation (All Classes),mon,Lmon,111.82,12678
sndmasssi,Snow Mass Rate of Change Through Snow-to-Ice Conversion,mon,SImon,111.37,2633
siflfwbot,Freshwater Flux from Sea Ice,mon,SImon,110.79,4017
sifb,Sea-Ice Freeboard,mon,SImon,110.42,4217
grassfracc3,C3 Natural Grass Area Percentage,mon,Emon,109.74,24298
sconcss,Surface Concentration of Sea-Salt Aerosol,mon,Emon,109.30,2077
spco2nat,Natural Surface Aqueous Partial Pressure of CO2,mon,Omon,109.18,793
prra,Rainfall Flux over Land Ice,day,Eday,108.19,187
dslw,Change in Soil Moisture,day,Eday,107.93,69
pctisccp,ISCCP Mean Cloud Top Pressure,mon,CFmon,107.79,4228
cwood,Carbon Mass in Wood,mon,Emon,107.06,12146
sconcso4,Surface Concentration of SO4,mon,Emon,106.67,2065
fndep,Dry and Wet Deposition of Reactive Nitrogen onto Land,mon,Emon,104.16,14820
lwsffluxaero,Longwave flux  due to volcanic aerosols at the surface,6hrPt,6hrPlevPt,104.13,9
mrtws,Terrestrial Water Storage,day,Eday,104.07,181
fgdms,Surface Upward Flux of DMS,mon,Omon,103.78,602
dissi14cabioos,Surface Abiotic Dissolved Inorganic Carbon-14 Concentration,mon,Omon,103.45,560
nsoil,Nitrogen Mass in Soil Pool,mon,Emon,103.17,15499
lailut,Leaf Area Index on Land-Use Tile,mon,Emon,102.62,4645
fgcfc12,Surface Downward CFC12 Flux,mon,Omon,102.38,7882
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,mon,CFmon,102.09,3339
clt,Total Cloud Cover Percentage,subhrPt,CFsubhr,101.84,214
vsfriver,Virtual Salt Flux into Sea Water from Rivers,mon,Omon,101.80,819
cltcalipso,CALIPSO Total Cloud Cover Percentage,mon,CFmon,100.91,2271
ta,Air Temperature,mon,AERmonZ,100.76,34522
uas,Eastward Near-Surface Wind,subhrPt,CFsubhr,100.23,256
aoanh,Northern Hemisphere Tracer Lifetime,mon,AERmon,99.31,20
clhcalipso,CALIPSO High Level Cloud Area Percentage,mon,CFmon,99.10,3207
tatp,Tropopause Air Temperature,mon,AERmon,97.95,4587
clcalipsoice,CALIPSO Ice Cloud Percentage,mon,Emon,97.51,118
rhsoil,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Soil on Land,mon,Emon,96.87,4476
ts,Surface Temperature,subhrPt,CFsubhr,96.74,236
tauv,Surface Downward Northward Wind Stress,subhrPt,CFsubhr,96.62,183
rhlut,Heterotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,96.45,4688
dtes,Change in Surface Heat Storage,day,Eday,96.39,65
o2satos,Surface Dissolved Oxygen Concentration at Saturation,mon,Omon,96.37,2177
icfriver,Flux of Inorganic Carbon into Ocean Surface by Runoff,mon,Omon,95.94,4658
siflfwdrain,Freshwater Flux from Sea-Ice Surface,mon,SImon,95.85,1975
depdust,Total Deposition Rate of Dust,mon,Emon,95.19,1011
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,95.16,258
sfdsi,Downward Sea Ice Basal Salt Flux,mon,SImon,94.86,2855
solbnd,TOA Solar Irradiance for Each Band,3hrPt,E3hrPt,94.79,170
sitempsnic,Temperature at Snow-Ice Interface,mon,SImon,94.34,11566
thetao,Sea Water Potential Temperature,dec,Odec,94.30,479
fgsf6,Surface Downward SF6 Flux,mon,Omon,93.86,7481
gpplut,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,93.16,5165
tauu,Surface Downward Eastward Wind Stress,subhrPt,CFsubhr,93.15,174
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,subhrPt,CFsubhr,91.41,233
sitempbot,Temperature at Ice-Ocean Interface,mon,SImon,91.04,2491
rtmt,Net Downward Radiative Flux at Top of Model,subhrPt,CFsubhr,90.35,299
shrubfrac,Percentage Cover by Shrub,mon,Lmon,90.06,28137
ps,Surface Air Pressure,subhrPt,CFsubhr,89.44,234
ocfriver,Flux of Organic Carbon into Ocean Surface by Runoff,mon,Omon,89.39,4252
fharvest,Carbon Mass Flux into Atmosphere Due to Crop Harvesting [kgC m-2 s-1],mon,Lmon,88.88,29321
vsfsit,Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics,mon,Omon,88.83,909
tas,Near-Surface Air Temperature,subhrPt,CFsubhr,88.40,99
cldnvi,Column Integrated Cloud Droplet Number,mon,Emon,88.16,874
parasolrefl,PARASOL Reflectance,mon,Emon,87.77,565
sifllwutop,Upwelling Longwave Flux over Sea Ice,mon,SImon,86.52,4064
prc,Convective Precipitation,subhrPt,Esubhr,86.06,15
rlus,Surface Upwelling Longwave Radiation,subhrPt,CFsubhr,85.73,197
et,Total Evapotranspiration,day,Eday,85.55,49
fanthdisturb,"Carbon Mass Flux from Vegetation, Litter or Soil Pools into the Atmosphere Due to any Human Activity [kgC m-2 s-1]",mon,Emon,85.54,11741
tran,Transpiration,day,Eday,85.37,492
od440aer,Ambient Aerosol Optical Thickness at 440nm,mon,AERmon,85.12,4875
nwdfraclut,Non-Woody Vegetation Percentage Cover,mon,Emon,83.36,3636
c3pftfrac,Percentage Cover by C3 Plant Functional Type,mon,Lmon,83.13,6896
nmineral,Mineral Nitrogen in the Soil,mon,Emon,83.03,13273
nland,Total Nitrogen in All Terrestrial Nitrogen Pools,mon,Emon,81.39,15590
rsds,Surface Downwelling Shortwave Radiation,subhrPt,CFsubhr,81.14,189
prw,Water Vapor Path,subhrPt,CFsubhr,80.88,157
ua,Eastward Wind,mon,AERmonZ,80.75,23736
ralut,Autotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,80.59,4518
mrsos,Moisture in Upper Portion of Soil Column,3hr,3hr,80.34,27
tas,Near-Surface Air Temperature,monC,Amon,80.02,798
snw,Surface Snow Amount,6hrPt,6hrPlevPt,79.60,529
mrrolut,Total Runoff from Land-Use Tile,mon,Emon,79.17,3081
residualfrac,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,mon,Lmon,79.08,13217
albsn,Snow Albedo,day,Eday,78.99,2205
cnc,Canopy Covered Area Percentage,day,Eday,78.73,211
tsn,Snow Internal Temperature,day,Eday,78.63,2173
sifllwdtop,Downwelling Longwave Flux over Sea Ice,mon,SImon,78.30,3662
dcw,Change in Interception Storage,day,Eday,78.13,64
siitdsnconc,Snow Area Percentages in Ice Thickness Categories,mon,SImon,77.85,665
sisali,Sea Ice Salinity,mon,SImon,77.75,16590
cropfracc3,Percentage Cover by C3 Crops,mon,Emon,77.42,23031
lwsnl,Liquid Water Content of Snow Layer,mon,LImon,77.31,17024
fgcfc11,Surface Downward CFC11 Flux,mon,Omon,77.21,1546
mrsolut,Total Soil Moisture,mon,Emon,77.11,3084
huss,Near-Surface Specific Humidity,subhrPt,CFsubhr,76.92,81
cvegtree,Carbon Mass in Vegetation on Tree Tiles,mon,Emon,76.52,4711
ppdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,yr,Oyr,76.27,1519
hfsbl,Energy of Sublimation,day,Eday,76.25,1211
cfaddbze94,CloudSat Radar Reflectivity CFAD,mon,Emon,76.23,17
fnnetmin,Net Nitrogen Release from Soil and Litter as the Outcome of Nitrogen Immobilisation and Gross Mineralisation,mon,Emon,75.64,14604
cveggrass,Carbon Mass in Vegetation on Grass Tiles,mon,Emon,75.61,4443
fdeforesttoatmos,Deforested Biomass That Goes into Atmosphere as a Result of Anthropogenic Land-Use Change [kgC m-2 s-1],mon,Emon,75.57,4518
tsns,Snow Surface Temperature,day,Eday,75.32,1559
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",day,Eday,75.23,45
esn,Snow Evaporation,day,Eday,75.20,1201
clitterbelow,Carbon Mass in Below-Ground Litter,mon,Lmon,75.19,9603
pr,Precipitation,monC,Amon,75.16,600
rlds,Surface Downwelling Longwave Radiation,subhrPt,CFsubhr,75.03,175
parasolrefl,PARASOL Reflectance,day,Eday,74.97,43
rhlitter,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Litter on Land,mon,Emon,74.12,2684
popos,Surface Mole Concentration of Particulate Organic Matter Expressed as Phosphorus in Sea Water,mon,Omon,74.07,1708
od550soa,Particulate Organic Aerosol Optical Depth at 550nm,mon,AERmon,74.01,3595
grassfracc4,C4 Natural Grass Area Percentage,mon,Emon,73.64,24017
fnup,Total Plant Nitrogen Uptake (Sum of Ammonium and Nitrate) Irrespective of the Source of Nitrogen,mon,Emon,73.45,14874
treefracbdldcd,Broadleaf Deciduous Tree Area Percentage,mon,Emon,73.22,21820
rsus,Surface Upwelling Shortwave Radiation,subhrPt,CFsubhr,72.60,194
fnloss,"Total Nitrogen Lost (Including NHx, NOx, N2O, N2 and Leaching)",mon,Emon,72.27,13262
rsdt,TOA Incident Shortwave Radiation,6hrPt,6hrPlevPt,72.24,172
tsoilpools,Turnover Rate of Each Model Soil Carbon Pool,mon,Emon,71.46,624
ts,Surface Temperature,6hr,6hrPlevPt,71.31,591
volcello,Ocean Grid-Cell Volume,yr,Oyr,71.24,758
fngas,"Total Nitrogen Lost to the Atmosphere (Sum of NHx, NOx, N2O, N2)",mon,Emon,71.06,15763
clcalipsoliq,CALIPSO Liquid Cloud Percentage,mon,Emon,70.57,118
nppgrass,Net Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,70.52,4101
siflswdbot,Downwelling Shortwave Flux Under Sea Ice,mon,SImon,69.61,1404
hflslut,Latent Heat Flux on Land-Use Tile,mon,Emon,69.56,1106
snm,Surface Snow Melt,day,Eday,69.44,2444
emidust,Total Emission Rate of Dust,mon,AERmon,68.91,15296
clwvi,Condensed Water Path,subhrPt,CFsubhr,68.68,130
difvho,Ocean Vertical Heat Diffusivity,monC,Oclim,68.36,545
tgs,Temperature of Bare Soil,day,Eday,68.31,53
npptree,Net Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,67.94,3936
swelut,Snow Water Equivalent on Land-Use Tile,mon,Emon,67.91,1786
difvmo,Ocean Vertical Momentum Diffusivity,monC,Oclim,67.51,542
intpbp,Phosphorus Production,mon,Omon,66.90,1799
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,66.54,160
nveg,Nitrogen Mass in Vegetation,mon,Emon,66.28,13101
ffireall,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Including All Sources [kgC m-2 s-1],mon,Emon,66.17,1963
treefracndlevg,Needleleaf Evergreen Tree Area Percentage,mon,Emon,65.81,21270
fproductdecomp,Decomposition out of Product Pools to CO2 in Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,65.79,10187
nlitter,Nitrogen Mass in Litter Pool,mon,Emon,65.75,13599
uqint,Eastward Humidity Transport,mon,Emon,65.64,2114
hfsslut,Sensible Heat Flux on Land-Use Tile,mon,Emon,65.20,1064
clivi,Ice Water Path,subhrPt,CFsubhr,65.00,122
c4pftfrac,Percentage Cover by C4 Plant Functional Type,mon,Lmon,64.99,6799
rlut,TOA Outgoing Longwave Radiation,3hrPt,CF3hr,64.62,44
fbnf,Biological Nitrogen Fixation,mon,Emon,64.20,13615
bacc,Bacterial Carbon Concentration,yr,Oyr,64.18,85
o3,Mole Fraction of O3,mon,AERmonZ,64.00,14079
vqint,Northward Humidity Transport,mon,Emon,63.88,1793
hurs,Near-Surface Relative Humidity,subhrPt,CFsubhr,63.09,75
rsut4co2,TOA Outgoing Shortwave Radiation in 4XCO2 Atmosphere,mon,CFmon,62.73,2243
ccwd,Carbon Mass in Coarse Woody Debris,mon,Lmon,61.90,14545
ec,Interception Evaporation,day,Eday,61.54,48
arag,Aragonite Concentration,yr,Oyr,61.16,108
sirdgconc,Percentage Cover of Sea Ice by Ridging,mon,SImon,60.99,1235
rluslut,Surface Upwelling Longwave on Land-Use Tile,mon,Emon,60.77,1046
rlut4co2,TOA Outgoing Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,60.49,2272
sfcwind,Near-Surface Wind Speed,subhrPt,CFsubhr,60.48,121
zmicroos,Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mon,Omon,60.18,5186
ttop,Air Temperature at Cloud Top,mon,AERmon,60.16,1153
zmesoos,Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,mon,Omon,59.70,5241
prsn,Snowfall Flux,subhrPt,CFsubhr,59.63,164
cropfracc4,Percentage Cover by C4 Crops,mon,Emon,59.62,22407
wetlandfrac,Wetland Percentage Cover,mon,Emon,59.58,3596
orog,Surface Altitude,mon,ImonGre,59.44,134
rsuslut,Surface Upwelling Shortwave  on Land-use Tile,mon,Emon,59.11,943
pasturefrac,Percentage of Land Which Is Anthropogenic Pasture,mon,Lmon,58.87,41361
ratree,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,58.17,3455
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,subhrPt,CFsubhr,58.00,136
ragrass,Autotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,57.56,3465
msftyzmpa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,57.42,675
taslut,Near-Surface Air Temperature on Land Use Tile,mon,Emon,57.25,1187
phymiscos,Surface Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,57.19,5522
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,mon,Emon,57.15,601
cother,"Carbon Mass in Vegetation Components Other than Leaves, Stems and Roots",mon,Emon,57.10,5907
csoilabove1m,Carbon Mass in Soil Pool Above 1m Depth,mon,Emon,56.90,2027
hursmin,Daily Minimum Near-Surface Relative Humidity,mon,Amon,56.85,11127
tslsilut,Surface Temperature on Landuse Tile,mon,Emon,56.69,1144
fdeforesttoproduct,Deforested Biomass That Goes into Product Pool as a Result of Anthropogenic Land-Use Change,mon,Emon,56.12,13626
treefracbdlevg,Broadleaf Evergreen Tree Area Percentage,mon,Emon,55.77,21273
wetlandch4,Grid Averaged Methane Emissions from Wetlands,mon,Emon,55.15,1917
aerasymbnd,Aerosol Level Asymmetry Parameter for Each Band,3hrPt,E3hrPt,55.06,5
vo,Sea Water Y Velocity,dec,Odec,55.02,268
siflsenstop,Net Upward Sensible Heat Flux over Sea Ice,mon,SImon,54.99,3597
reffclwc,Convective Cloud Liquid Droplet Effective Radius,mon,Emon,54.89,59
xgwdparam,Eastward Gravity Wave Drag,mon,Emon,54.81,17
rmaint,Carbon Mass Flux into Atmosphere Due to Maintenance Autotrophic Respiration on Land [kgC m-2 s-1],mon,Lmon,54.75,6939
ygwdparam,Northward Gravity Wave Drag,mon,Emon,54.70,17
husslut,Near-Surface Specific Humidity on Land-Use Tile,mon,Emon,54.06,1041
prc,Convective Precipitation,subhrPt,CFsubhr,53.64,137
gpptree,Gross Primary Production on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,53.55,3648
clitterabove,Carbon Mass in Above-Ground Litter,mon,Lmon,53.21,9413
emico,Total Emission Rate of CO,mon,AERmon,53.19,3550
rgrowth,Total Autotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,53.07,7012
uo,Sea Water X Velocity,dec,Odec,53.05,276
reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,mon,Emon,52.73,56
gppgrass,Gross Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,52.36,3569
thetaoga,Global Average Sea Water Potential Temperature,dec,Odec,51.92,539
hfls,Surface Upward Latent Heat Flux,3hrPt,CF3hr,51.48,28
hus,Specific Humidity,6hr,6hrLev,51.43,3
aerssabnd,Aerosol Level Single Scattering Albedo for Each Band,3hrPt,E3hrPt,51.22,5
fnleach,"Total Nitrogen Loss to Leaching or Runoff (Sum of Ammonium, Nitrite and Nitrate)",mon,Emon,51.21,11114
mrsoslut,Moisture in Upper Portion of Soil Column of Land-Use Tile,mon,Emon,50.64,2924
difvtrto,Ocean Vertical Tracer Diffusivity Due to Tides,monC,Oclim,50.61,331
dsn,Change in Snow Water Equivalent,day,Eday,50.48,64
cct,Air Pressure at Convective Cloud Top,subhrPt,CFsubhr,49.99,124
difvso,Ocean Vertical Salt Diffusivity,monC,Oclim,49.60,418
va,Northward Wind,mon,AERmonZ,49.42,9518
eminox,Total Emission Rate of NOx,mon,AERmon,49.19,3729
dtesn,Change in Snow and Ice Cold Content,day,Eday,48.70,63
siforceintstry,Internal Stress Term in Force Balance (Y-Component),mon,SImon,48.58,1591
siforcetiltx,Sea-Surface Tilt Term in Force Balance (X-Component),mon,SImon,48.47,1617
siforceintstrx,Internal Stress Term in Force Balance (X-Component),mon,SImon,48.36,1609
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,3hrPt,CF3hr,48.27,317
necblut,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],mon,Emon,47.49,2855
ts,Surface Temperature,monC,Amon,47.11,546
rsutcs4co2,TOA Outgoing Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,47.08,2023
siforcecoriolx,Coriolis Force Term in Force Balance (X-Component),mon,SImon,46.95,1635
npproot,Net Primary Production Allocated to Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,46.90,2899
rlutcs4co2,TOA Outgoing Clear-Sky Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,46.89,2020
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,subhrPt,CFsubhr,46.57,111
nppleaf,Net Primary Production Allocated to Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,46.20,2882
ts,Surface Temperature,mon,ImonAnt,46.19,3111
albc,Canopy Albedo,day,Eday,46.18,31
nleaf,Nitrogen Mass in Leaves,mon,Emon,46.09,6991
ts,Surface Temperature,mon,ImonGre,45.86,3069
emivoc,Total Emission Rate of NMVOC,mon,AERmon,45.60,4147
siforcecorioly,Coriolis Force Term in Force Balance (Y-Component),mon,SImon,45.54,1619
dryo3,Dry Deposition Rate of O3,mon,AERmon,45.19,3954
vegheight,Height of the Vegetation Canopy,mon,Emon,44.93,1636
flulccatmlut,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],mon,Emon,44.81,3026
siforcetilty,Sea-Surface Tilt Term in Force Balance (Y-Component),mon,SImon,44.78,1599
calcos,Surface Calcite Concentration,mon,Omon,43.58,634
deptho,Sea Floor Depth Below Geoid,fx,Ofx,43.39,13262
tropoz,Tropospheric Ozone Column,mon,AERmon,43.07,5409
nppwood,Net Primary Production Allocated to Wood as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,42.63,2812
ccb,Air Pressure at Convective Cloud Base,subhrPt,CFsubhr,42.63,116
nudgincsm,Nudging Increment of Water in Soil Moisture,day,Eday,42.27,42
clittercwd,Carbon Mass in Coarse Woody Debris,mon,Emon,41.46,4610
zg,Geopotential Height,mon,AERmonZ,41.40,14784
sidivvel,Divergence of the Sea-Ice Velocity Field,monPt,SImon,41.29,10327
fclandtoocean,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,mon,Emon,40.88,8450
flulccresiduelut,Carbon Transferred to Soil or Litter Pools Due to Land-Use or Land-Cover Change Processes on Tile,mon,Emon,40.63,2538
clittersurf,Carbon Mass in Above-Ground Litter,mon,Emon,40.29,5287
fnlittersoil,Total Nitrogen Mass Flux from Litter to Soil,mon,Emon,40.28,6106
fngasnonfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from All Processes Except Fire",mon,Emon,40.14,2802
so,Sea Water Salinity,dec,Odec,39.92,241
nppother,Net Primary Production Allocated to Other Pools (not Leaves Stem or Roots) as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,39.89,1963
rhgrass,Heterotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,39.79,2806
difvmto,Ocean Vertical Momentum Diffusivity Due to Tides,monC,Oclim,39.64,260
clittersubsurf,Carbon Mass in Below-Ground Litter,mon,Emon,39.53,5410
nstem,Nitrogen Mass in Stem,mon,Emon,39.10,4963
hfmlt,Energy of Fusion,day,Eday,39.03,1572
nroot,Nitrogen Mass in Roots,mon,Emon,38.96,4947
reffcclwtop,Cloud-Top Effective Droplet Radius in Convective Cloud,day,Eday,38.87,36
nppstem,Net Primary Production Allocated to Stem as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,38.86,2039
difmxylo,Ocean Momentum XY Laplacian Diffusivity,yr,Oyr,38.58,63
msftmrho,Ocean Meridional Overturning Mass Streamfunction,mon,Omon,37.43,2225
fvegfire,Carbon Mass Flux from Vegetation into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1],mon,Emon,37.24,1130
treefracndldcd,Needleleaf Deciduous Tree Area Percentage,mon,Emon,37.08,21156
clittergrass,Carbon Mass in Litter on Grass Tiles,mon,Emon,37.08,2959
rhtree,Heterotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,36.61,2823
sfcwind,Near-Surface Wind Speed,6hr,6hrPlevPt,36.20,788
hfls,Surface Upward Latent Heat Flux,mon,ImonGre,35.84,2044
bldep,Boundary Layer Depth,6hr,6hrPlev,35.80,4
hfls,Surface Upward Latent Heat Flux,mon,ImonAnt,35.77,1985
rlut,TOA Outgoing Longwave Radiation,monC,Amon,35.74,383
sftgif,Land Ice Area Percentage,mon,LImon,35.69,3063
mmrno3,NO3 Aerosol Mass Mixing Ratio,mon,Emon,35.25,142
rsut,TOA Outgoing Shortwave Radiation,monC,Amon,34.91,357
od550no3,Nitrate Aerosol Optical Depth at 550nm,mon,AERmon,34.90,4414
fproductdecomplut,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],mon,Emon,34.77,2470
sistremax,Maximum Shear Stress in Sea Ice,monPt,SImon,34.70,700
drynh4,Dry Deposition Rate of NH4,mon,AERmon,34.28,3278
wetnh4,Wet Deposition Rate of NH4,mon,AERmon,34.24,3292
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],mon,Amon,34.02,31836
hfss,Surface Upward Sensible Heat Flux,mon,ImonAnt,33.63,1985
hfss,Surface Upward Sensible Heat Flux,mon,ImonGre,33.59,1975
clittertree,Carbon Mass in Litter on Tree Tiles,mon,Emon,33.52,2991
thkcello,Ocean Model Cell Thickness,fx,Ofx,33.41,4835
wo,Sea Water Vertical Velocity,dec,Odec,33.40,154
agesno,Mean Age of Snow,mon,LImon,33.33,2218
drynh3,Dry Deposition Rate of NH3,mon,AERmon,33.31,3186
hfsifrazil,Heat Flux into Sea Water Due to Frazil Ice Formation,mon,Omon,33.24,870
nproduct,Nitrogen Mass in Products of Land-Use Change,mon,Emon,32.91,12869
flulccproductlut,Carbon Harvested Due to Land-Use or Land-Cover Change Process That Enters Anthropogenic Product Pools on Tile,mon,Emon,32.79,2168
