Name,Description,Canonical Units,is alias,target,Physical parameters,Edited by author teams,Last Modified By,UID
tendency_of_atmosphere_mass_per_unit_area,"""tendency_of_X"" means derivative of X with respect to time. ""X_area"" means the horizontal area occupied by X within the grid cell.",kg m-2 s-1,,,,,Data Request co-leads,3ba9a732-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_mass_per_unit_area_due_to_advection,"The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""tendency_of_X"" means derivative of X with respect to time. ""X_area"" means the horizontal area occupied by X within the grid cell.",kg m-2 s-1,,,,,Data Request co-leads,3ba9a733-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_mole_concentration_of_carbon_monoxide_due_to_chemical_destruction,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Chemical destruction"" means the result of all chemical reactions within the medium (here, atmosphere) that remove a certain amount of a particular species from the medium. ""tendency_of_X"" means derivative of X with respect to time. The chemical formula of carbon monoxide is CO.",mol m-3 s-1,,,lossco,,Data Request co-leads,3ba9a734-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_mole_concentration_of_methane_due_to_chemical_destruction,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Chemical destruction"" means the result of all chemical reactions within the medium (here, atmosphere) that remove a certain amount of a particular species from the medium. ""tendency_of_X"" means derivative of X with respect to time. The chemical formula for methane is CH4. Methane is a member of the group of hydrocarbons known as alkanes. There are standard names for the alkane group as well as for some of the individual species.",mol m-3 s-1,,,"lossch4,tropch4loss,stratch4loss",,Data Request co-leads,3ba9a735-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_mole_concentration_of_nitrous_oxide_due_to_chemical_destruction,"The phrase ""tendency_of_X"" means derivative of X with respect to time. Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The chemical formula for nitrous oxide is N2O. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Chemical destruction"" means the result of all chemical reactions within the medium (here, atmosphere) that remove a certain amount of a particular species from the medium.",mol m-3 s-1,,,lossn2o,,Data Request co-leads,3ba9a736-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_mole_concentration_of_ozone_due_to_chemical_destruction,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". ""tendency_of_X"" means derivative of X with respect to time. The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Chemical destruction"" means the result of all chemical reactions within the medium (here, atmosphere) that remove a certain amount of a particular species from the medium. The chemical formula for ozone is O3. The IUPAC name for ozone is trioxygen.",mol m-3 s-1,,,o3loss,,Data Request co-leads,3ba9a737-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_mole_concentration_of_ozone_due_to_chemical_production,"Mole concentration means number of moles per unit volume, also called ""molarity"", and is used in the construction ""mole_concentration_of_X_in_Y"", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". The specification of a physical process by the phrase ""due_to_"" process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ""Chemical production"" means the result of all chemical reactions within the medium (here, atmosphere) that produce a certain amount of the particular species. ""tendency_of_X"" means derivative of X with respect to time. The chemical formula for ozone is O3. The IUPAC name for ozone is trioxygen.",mol m-3 s-1,,,o3prod,,Data Request co-leads,3ba9a738-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_acetic_acid,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for acetic_acid is CH3COOH. The IUPAC name for acetic acid is ethanoic acid.",mol s-1,,,,,Data Request co-leads,3ba9a739-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_aceto_nitrile,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for aceto-nitrile is CH3CN. The IUPAC name for aceto-nitrile is ethanenitrile.",mol s-1,,,,,Data Request co-leads,3ba9a73a-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_alpha_hexachlorocyclohexane,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for alpha_hexachlorocyclohexane is C6H6Cl6.",mol s-1,,,,,Data Request co-leads,3ba9a73b-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_alpha_pinene,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for alpha_pinene is C10H16. The IUPAC name for alpha-pinene is (1S,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene.",mol s-1,,,,,Data Request co-leads,3ba9a73c-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_ammonia,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ammonia is NH3.",mol s-1,,,,,Data Request co-leads,3ba9a73d-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_anthropogenic_nmvoc_expressed_as_carbon,"""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""nmvoc"" means non methane volatile organic compounds; ""nmvoc"" is the term used in standard names to describe the group of chemical species having this classification that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Anthropogenic"" means influenced, caused, or created by human activity.",mol s-1,,,,,Data Request co-leads,3ba9a73e-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_atomic_bromine,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for atomic bromine is Br.",mol s-1,,,,,Data Request co-leads,3ba9a73f-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_atomic_chlorine,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for atomic chlorine is Cl.",mol s-1,,,,,Data Request co-leads,3ba9a740-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_atomic_nitrogen,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for atomic nitrogen is N.",mol s-1,,,,,Data Request co-leads,3ba9a741-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_benzene,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for benzene is C6H6.  Benzene is the simplest aromatic hydrocarbon and has a ring structure consisting of six carbon atoms joined by alternating single and double chemical bonds. Each carbon atom is additionally bonded to one hydrogen atom. There are standard names that refer to aromatic_compounds as a group, as well as those for individual species.",mol s-1,,,,,Data Request co-leads,3ba9a742-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_beta_pinene,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for beta_pinene is C10H16.  The IUPAC name for beta-pinene is (1S,5S)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane.",mol s-1,,,,,Data Request co-leads,3ba9a743-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_biogenic_nmvoc_expressed_as_carbon,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""nmvoc"" means non methane volatile organic compounds; ""nmvoc"" is the term used in standard names to describe the group of chemical species having this classification that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Biogenic"" means influenced, caused, or created by natural processes.",mol s-1,,,,,Data Request co-leads,3ba9a744-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_bromine_chloride,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for bromine chloride is BrCl.",mol s-1,,,,,Data Request co-leads,3ba9a745-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_bromine_monoxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for bromine monoxide is BrO.",mol s-1,,,,,Data Request co-leads,3ba9a746-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_bromine_nitrate,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for bromine nitrate is BrONO2.",mol s-1,,,,,Data Request co-leads,3ba9a747-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_brox_expressed_as_bromine,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Brox"" describes a family of chemical species consisting of inorganic bromine compounds with the exception of hydrogen bromide (HBr) and bromine nitrate (BrONO2). The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""Brox"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Inorganic bromine"", sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, sea salt and other aerosols. Standard names that use the term ""inorganic_bromine"" are used for quantities that contain all inorganic bromine species including HCl and ClONO2.",mol s-1,,,,,Data Request co-leads,3ba9a748-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_butane,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for butane is C4H10. Butane is a member of the group of hydrocarbons known as alkanes.  There are standard names for the alkane group as well as for some of the individual species.",mol s-1,,,,,Data Request co-leads,3ba9a749-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_carbon_dioxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for carbon dioxide is CO2.",mol s-1,,,,,Data Request co-leads,3ba9a74a-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_carbon_monoxide,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of carbon monoxide is CO.",mol s-1,,,,,Data Request co-leads,3ba9a74b-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_carbon_tetrachloride,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of carbon tetrachloride is CCl4. The IUPAC name for carbon tetrachloride is tetrachloromethane.",mol s-1,,,,,Data Request co-leads,3ba9a74c-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_cfc11,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of CFC11 is CFCl3. The IUPAC name for CFC11 is trichloro(fluoro)methane.",mol s-1,,,,,Data Request co-leads,3ba9a74d-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_cfc12,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for CFC12 is CF2Cl2. The IUPAC name for CFC12 is dichloro(difluoro)methane.",mol s-1,,,,,Data Request co-leads,3ba9a752-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_cfc113,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of CFC113 is CCl2FCClF2. The IUPAC name for CFC113 is 1,1,2-trichloro-1,2,2-trifluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a74e-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_cfc113a,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of CFC113a is CCl3CF3. The IUPAC name for CFC113a is 1,1,1-trichloro-2,2,2-trifluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a74f-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_cfc114,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of CFC114 is CClF2CClF2. The IUPAC name for CFC114 is 1,2-dichloro-1,1,2,2-tetrafluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a750-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_cfc115,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of CFC115 is CClF2CF3. The IUPAC name for CFC115 is 1-chloro-1,1,2,2,2-pentafluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a751-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_chlorine_dioxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for chlorine dioxide is OClO.",mol s-1,,,,,Data Request co-leads,3ba9a753-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_chlorine_monoxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for chlorine monoxide is ClO.",mol s-1,,,,,Data Request co-leads,3ba9a754-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_chlorine_nitrate,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for chlorine nitrate is ClONO2.",mol s-1,,,,,Data Request co-leads,3ba9a755-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_clox_expressed_as_chlorine,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Clox"" describes a family of chemical species consisting of inorganic chlorine compounds with the exception of hydrogen chloride (HCl) and chlorine nitrate (ClONO2). The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ""Clox"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ""Inorganic chlorine"", sometimes referred to as Cly, describes a family of chemical species which result from the degradation of source gases containing chlorine (CFCs, HCFCs, VSLS) and natural inorganic chlorine sources such as sea salt and other aerosols. Standard names that use the term ""inorganic_chlorine"" are used for quantities that contain all inorganic chlorine species including HCl and ClONO2.",mol s-1,,,,,Data Request co-leads,3ba9a756-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_dichlorine_peroxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for dichlorine peroxide is Cl2O2.",mol s-1,,,,,Data Request co-leads,3ba9a757-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_dimethyl_sulfide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for dimethyl sulfide is (CH3)2S.  Dimethyl sulfide is sometimes referred to as DMS.",mol s-1,,,,,Data Request co-leads,3ba9a758-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_dinitrogen_pentoxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for dinitrogen pentoxide is N2O5.",mol s-1,,,,,Data Request co-leads,3ba9a759-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_ethane,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethane is C2H6. Ethane is a member of the group of hydrocarbons known as alkanes.  There are standard names for the alkane group as well as for some of the individual species.",mol s-1,,,,,Data Request co-leads,3ba9a75a-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_ethanol,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethanol is C2H5OH.",mol s-1,,,,,Data Request co-leads,3ba9a75b-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_ethene,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethene is C2H4. Ethene is a member of the group of hydrocarbons known as alkenes.  There are standard names for the alkene group as well as for some of the individual species.",mol s-1,,,,,Data Request co-leads,3ba9a75c-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_ethyne,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethyne is HC2H.  Ethyne is the IUPAC name for this species, which is also commonly known as acetylene.",mol s-1,,,,,Data Request co-leads,3ba9a75d-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_formaldehyde,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for formaldehyde is CH2O. The IUPAC name for formaldehyde is methanal.",mol s-1,,,,,Data Request co-leads,3ba9a75e-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_formic_acid,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for formic acid is HCOOH.  The IUPAC name for formic acid is methanoic acid.",mol s-1,,,,,Data Request co-leads,3ba9a75f-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_gaseous_divalent_mercury,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Divalent mercury"" means all compounds in which the mercury has two binding sites to other ion(s) in a salt or to other atom(s) in a molecule.",mol s-1,,,,,Data Request co-leads,3ba9a760-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_gaseous_elemental_mercury,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for mercury is Hg.",mol s-1,,,,,Data Request co-leads,3ba9a761-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_halon1202,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for Halon1202 is CBr2F2. The IUPAC name for Halon1202 is dibromo(difluoro)methane.",mol s-1,,,,,Data Request co-leads,3ba9a762-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_halon1211,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for Halon1211 is CBrClF2. The IUPAC name for Halon1211 is bromo-chloro-difluoromethane.",mol s-1,,,,,Data Request co-leads,3ba9a763-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_halon1301,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for Halon1301 is CBrF3. The IUPAC name for Halon1301 is bromo(trifluoro)methane.",mol s-1,,,,,Data Request co-leads,3ba9a764-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_halon2402,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for Halon2402 is C2Br2F4. The IUPAC name for Halon2402 is 1,2-dibromo-1,1,2,2-tetrafluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a765-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hcc140a,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCC140a, also called methyl chloroform, is CH3CCl3. The IUPAC name for HCC140a is 1,1,1-trichloroethane.",mol s-1,,,,,Data Request co-leads,3ba9a766-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hcfc22,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCFC22 is CHClF2. The IUPAC name for HCFC22 is chloro(difluoro)methane.",mol s-1,,,,,Data Request co-leads,3ba9a769-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hcfc141b,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCFC141b is CH3CCl2F. The IUPAC name for HCFC141b is 1,1-dichloro-1-fluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a767-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hcfc142b,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCFC142b is CH3CClF2. The IUPAC name for HCFC142b is 1-chloro-1,1-difluoroethane.",mol s-1,,,,,Data Request co-leads,3ba9a768-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hexachlorobiphenyl,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hexachlorobiphenyl is C12H4Cl6.  This structure of this species consists of two linked benzene rings, each of which is additionally bonded to three chlorine atoms.",mol s-1,,,,,Data Request co-leads,3ba9a76a-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hox_expressed_as_hydrogen,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""HOx"" means a combination of two radical species containing hydrogen and oxygen: OH and HO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.",mol s-1,,,,,Data Request co-leads,3ba9a76b-8ca2-11ef-944e-41a8eb05f654
